sentence,emotion,predicted_emotion
"Nagsimulang gumapang ang panginginig sa katawan ko habang pinapanood ko ang pagbabago ng kanilang mga mata sa iba't ibang kulay: kayumanggi, lila at asul.",fear,fear
"""Ayos ka na ba?"" malumanay niyang tanong.",joy,joy
"""Sa totoo lang, hindi,"" sagot ko. ""Naguguluhan pa rin ako. Hindi ko alam kung ano ang gagawin ko. Hindi ko nga alam kung karapat-dapat ba talaga akong nandito. At . . .""",fear,fear
"""Oh. Kaya mo na pala gamitin ang iyong inner voice. Mahusay."" Tumingin sa akin si Isaz, may ngiti siya sa kanyang labi. ""Malakas ang loob mo, ngunit kailangan makasabay ang katawan mo.""",joy,joy
"""Bakit mo ako iniwan? Bakit hindi ka bumalik para sa akin?""",sadness,sadness
Ang panaginip tungkol sa aking kapatid na may ganoong ekspresyon sa kanyang mukha ay nakakasakit ng puso.,sadness,sadness
Nagsimula siyang maglakad palayo at masakit panoorin kung gaano kabagal ang paglalakad niya.,sadness,sadness
"""Pinagtataasan mo ba ako ng boses?"" tanong niya, kahit parang tunog babala ito.",anger,fear
"Nung araw na iyon, Si Hilda ang naging pinakanakakatakot na tao para sa akin.",fear,fear
"Nanginig ako ng makita ko ang ngisi niya. ""W-wala. Hindi ako . . . ibig kong sabihin, Hindi ko—""",fear,anger
"""Bakit nila ginagawa iyon?"" tanong ko, punong-puno sa galit.",anger,anger
"""Masaya ako na buhay ka pa rin, Leo,"" sabi niya.",joy,joy
"""Pasensya na . . ."" ngiwi ni Leo.",sadness,sadness
"""Minerva . . . patay na siya,"" sabi niya, nanginginig ang boses. ""Sinakripisyo niya ang sarili niya para iligtas tayo sa nakakatakot na apoy na iyon.""",sadness,fear
"""Sabi niya ayaw niyang mabuhay ang anak niya sa parehong paraan. Gusto niyang mabuhay nang normal ang anak niya. At kahit alam kong imposible iyon, gusto kong tuparin ang hiling niya.""",sadness,sadness
"Ngumiti siya nang malungkot. ""Sabi niya ay nabigo siyang protektahan ang iyong ama, ang ating master. Siya yung tipo ng tao na sinasarili ang lahat. Pero huwag kang mag-alala. Sigurado ako na kapag dumating ang tamang panahon, makakasama natin siya.""",sadness,sadness
"""Hindi pa rin ako sigurado kung siya ito,"" sabi niya, ""pero gusto ko siyang patuloy na bantayan.""",joy,joy
"""Mga kapwa Huntres,"" tawag ko. ""Ako si Winter Alveria, anak ni Ark, inapo ni Lord Ivankov at Lady Yllka. Sa ngalan ng ating mga ninuno, ipinapangako ko, darating ang taglamig at matatapos din ang impyernong ito""",joy,joy
"""Tumigil ka, Winter,"" utos ni Riyo, nakakatakot ang tono niya. Doon ko lang napagtanto na kalahati na ng loob ng kubo ang napayelo ko.",anger,anger
"""Mali sila,"" bulong niya. ""A . . . Ayoko na ulit iyong makita""",fear,sadness
"""Ang ating panganay na kapatid . . . n-nagmakaawa siya kay Allen na itigil ang pagsunog sa mga nayon sa Timog . . . pero ang halimaw na iyon,"" pinipigil niya ang kaniyang luha,",sadness,sadness
"Sinubukan niyang hindi magpatangay sa takot pero halata ito, ""s-sinunog niya siya ng buhay.""",fear,fear
"Bigla siyang ngumiti, isang bagay na hindi ko inaasahan na makita sa kanya. ""Pagkatapos ng lahat, ikaw ang tunay na pinuno ng tribo ng Huntres, Lady Winter.""",joy,joy
"""Pero gumana naman ito!"" kumikinang ang mukha niya.",joy,anger
"At alam ko na talaga na siya ang kapatid ko."" Lumitaw ang isang malungkot ngunit malungkot na ngiti sa mukha niya. ""Si Kelsey ay . . . buhay at ligtas.""",sadness,sadness
"""Hoy, ikaw na may balabal!"" sigaw niya. ""Matanda ka na ba? Halika nga rito, Tanda!""",anger,anger
"""Kasalanan mo ito lahat,"" sigaw niya.",anger,anger
"""A-ano ang nangyari?"" mahina kong tanong habang nakahawak ako sa braso ni Dalan.",fear,fear
"""H-hindi sila nagyelo. Sumabog lang sila sa niyebe,"" mahinahon niyang sabi. ""Ikaw, Lady Winter, binura mo sila.""",fear,fear
Sinamaan ko siya ng tingin at halos gusto ko siyang gawing yelo doon mismo. Sana nandito si Hale. At least nakokontrol ko ang batang iyon.,anger,anger
"""Isaz,"" tawag ko, nanginginig ang boses ko, ""pakiusap . . . tulungan mo siya. Ayoko . . . ayoko na siyang mawala ulit.""",sadness,sadness
"""Gagawin ko,"" sabi niya. ""Huwag kang mag-alala, aalagaan ko siya.""",joy,joy
"""Panahon na upang simulan ang digmaang ito,"" pagdedeklara ko. ""Ipaalam sa lahat ng ating mga kaalyado. Sa loob ng ilang buwan, sasalakayin natin ang White Division. Babawiin natin ang ating karapatan at tatapusin ko ang trahedyang ito.""",anger,anger
"""Mom, Dad,"" bulong ko habang tinititigan ang nag-iisang litrato naming pamilya. ""Maipaghihiganti ko na rin ang inyong pagkamatay.""",sadness,sadness
"""Kung kaya mo akong patayin."" Ipinadyak ko ang aking kanang paa at nagyelo ang apoy na nakapaligid sa kanya. ""At ngayon, babawiin ko ang lahat ng kinuha mo sa akin.""",anger,anger
"""Mga kakampi at kaalyado!"" sigaw ko habang tinititigan nang masama si Pierre.",anger,anger
"""Gagawin ako ng lahat upang mabawi ang ating lugar, ang ating karangalan at ang kapayapaan sa pagitan ng mga Huntres' divisions,"" bulalas ko, ""kahit na ang ibig sabihin pa noon ay pagpatay sa iyo at sa iyong mga tagasunod.""",anger,anger
"""Huwag mong maliitin ang apoy ko, bata.""",anger,anger
"""Huwag kang mamatay. Pakiusap""",sadness,sadness
"""Pasensya na . . . Glace,"" ungol ni Dad. ""U-umalis ka na at hanapin mo ang mga anak natin. P-protektahan mo sila.""",sadness,sadness
"""Tapos na . . ."" bulong ko. ""Mom . . . Dad . . . tapos na . . .""",joy,joy
"""Kung may mangyari man, ipagtatanggol kita gamit ang buhay ko at palagi akong nasa tabi mo. Pasensya na,"" ""Sabi ko at pumiyok ang aking boses."". ""Pasensya na sa pagsira ko sa pangako ko. Pasensya na sa pag-iwan sa inyo. Patawarin mo ako.""",sadness,sadness
"""So, paano mo sila nakilala?"" tanong ko at kumikinang ang kanyang mga mata.",joy,joy
"""Pasensya na pero mayroon din akong ibang pamilya na naghihintay sa akin.""",sadness,sadness
"""Hindi ka ba marunong kumatok?"" pagmamaktol niya.",anger,anger
"At sa unang pagkakataon, ngumiti ako sa harap ng isang malaking madla.",joy,joy
"""Nakauwi na tayo,"" malumanay kong sabi.",joy,joy
"Sa pagkakataong ito, ang naramdam ko lang ay puro saya at walang galit.",joy,joy
Nakatingin sa akin ang kanyang namumugtong mga mata na may halonh pag-aalala habang patuloy na hinihimas ni Jett ang kanyang mga baril.,anger,fear
Agad na nagiba ang timpla sa paligid ng banggitin ang kanyang pangalan. Nakaramdam ako ng kirot sa aking dibdib at galit nang maalala ko ang nangyari sa kanya noong laban kay Nox.,sadness,sadness
"Bilang isang Keeper, dapat kong protektahan ang aking grupo ngunit halos mamatay siya dahil sa mga pagkukulang ko.",sadness,anger
"Hindi ako naniniwala sa mga diyos ngunit sa unang pagkakataon, tahimik akong nagdasal. Gusto ko lang makita siyang gising at maayos bago ako umalis.",fear,sadness
Papunta na sana ako sa banyo pero nakatanggap ako ng mensahe mula kay Commander Priam kaya agad akong pumunta sa kanyang opisina.,fear,fear
"""Agent Naia,"" tumawag siya. ""Sigurado ka bang kaya mo ito?""",sadness,anger
"Tumango ako nang hindi nagdalawang-isip. Tanging ang mga pinuno ng mga tribo lamang ang may kapangyarihang makapasok sa Shima mula sa labas, ngunit abala siya sa pag-aasikaso ng mga naging resulta ng pagbagsak ng Nox. Bilang isang taong nanirahan doon nang matagal-tagal na rin, hiniling niya sa akin na dalhin ang mga kriminal sa lugar na iyon.",fear,fear
"Sa totoo lang, medyo nagulat ako na alam niya ang aking nakaraan.",fear,fear
"Nang una akong dumating dito, sigurado akong binago ko ang aking pagkatao upang maiwasan nilang malaman ang aking koneksyon sa Shima. Nagpasalamat na lang ako na hindi siya nagtanong tungkol dito.",joy,joy
"""Maraming mga executive na kailangan mong i-escort at masyadong delikado para sa iyo na hawakan sila nang mag-isa. Kaya, ito.""",fear,fear
Napatitig ako sa kagamitan nang may pagkamangha. Talagang tumataas ang laro ng mga Senshin at Custos sa larangang ito.,sadness,sadness
"""Mag-ingat at bumalik ka nang buhay,"" sabi niya at sumaludo ako.",fear,fear
Pinagmamasdan ko ang kagamitan habang naglalakad ako sa aking kwarto nang makita ko ang isang pigura na nakatayo sa pintuan.,joy,joy
"""Ano? Gusto mo bang ipacheck sa akin 'yan?"" Tinanong ko habang tinuturo ang baril na nakasuksok sa kanyang baywang.",anger,anger
Tahimik akong sinundan ni Jett nang pumasok ako sa aking kwarto at nanatili siyang nakatayo habang ako'y naupo sa gilid ng aking kama.,fear,fear
"""Mag-isa ka talagang pupunta,"" mahina niyang sabi. ""Oo. Mag-isa"", diin ko.",sadness,sadness
"Kahit na hindi ito sinabi nina Cliff at Jett nang malakas dati, alam kong gusto nilang sumama sa akin, ngunit mahirap maglakbay kasama ang mga outsider. Ayaw kong ilagay sa panganib ang kanilang mga buhay.",fear,fear
"""hindi,"" matigas kong sinabi. ""Hindi kayo tatagal ng isang minuto doon.""",anger,anger
"Sa isang iglap, ang dulo ng aking espada ay dumikit sa kanyang leeg at siya'y nanatiling nakatayo, may patak ng pawis na tumulo sa kanyang mukha.",fear,fear
"Kung hindi mo kayang ipagtanggol ang sarili mo laban doon, hindi talaga.",anger,anger
"""Hindi patas yan,"" nagreklamo siya. ""Hindi ako handa.""",anger,anger
"Ibinaba ko ang aking espada at ngumiti sa kanya. ""Ang hindi handa ang unang namamatay,"" sabi ko habang kinuha ang aking bagahe. ""Huwag masyadong mamiss ako.""",sadness,sadness
Handa na akong umalis sa aking silid ngunit huminto ako nang marinig kong tawagin niya ang aking pangalan.,fear,fear
"""Naia."" Nang humarap ako, nahuli ko ang baril na tinapon niya sa aking direksyon. ""Ingatan mo."" Isang ngiti ang bumakas sa aking mga labi nang marinig ko ang linyang iyon.",joy,joy
"""Isa akong Keeper,"" sabi ko. ""Kailangan kong manatiling buhay para mapanatili ang aking koponan na hindi mamatay.""",anger,anger
Ang ngiti sa aking mukha ay unti-unting nawala habang naglakad ako palayo mula sa lugar na kumupkop sa akin mula pagkabata. Panahon na upang bumalik sa lugar ng mga sumpa at kaguluhan.,fear,joy
"Nawala na ako sa bilang ng oras habang ako'y napadpad nang ilang araw sa gitna ng karagatan. Sa kabutihang palad, sapat pa rin ang aking mga suplay at kalmado ang dagat.",joy,joy
"Siguradong gising na si Nel sa mga oras na ito. Naiisip ko na ang kanyang galit na mukha, tinatanong sina Cliff at Jett tungkol sa akin.",fear,fear
"Isang ngiti ang tumakas sa aking mga labi habang inaalala ko ang buhay ko sa CIA. Hindi ito kailanman naging madali, ngunit mas kaunting alalahanin iyon kumpara sa kung saan ako papunta.",joy,joy
"Ang Shima ay matagal nang naging paksa ng mga mito at usap-usapan sa mga Erityian. Marami ang naniniwalang hindi ito totoo, hanggang sa dumating ang kanyang kamatayan.",sadness,sadness
"Naalala ko pa ang panahong iyon, handa na ang mga Executioner na patayin ang bawat Shinigami na kanilang ikinulong, hindi alintana ang mga maaaring maging parusa mula sa administrasyon at konseho.",fear,fear
"Si Ise, na noon ay pinuno ng angkan ng Jikko, ay nanumpa na papatayin ang bawat Shinigami na nagdulot ng pagdurusa sa kanyang apo.",anger,anger
"""Naia, hindi mo dapat hayaan ang sinuman na basahin ang iyong isip,"" laging sinasabi ni Vince noong bata pa ako.",fear,fear
"""Dahil maaari nilang gamitin ang iyong mga iniisip at alaala laban sa iyo.""",fear,fear
"Bumuntong-hininga ako. Mahigit isang dekada na simula nang siya'y pumanaw, ngunit ang sakit ay nananatili pa rin sa loob ko. Namimiss ko na siya.",sadness,sadness
"Bumalik ang aking ala-ala nang biglang dumilim ang malinaw na kalangitan at ang tubig ay umitim. Sa loob ng ilang segundo, balot na ng makapal na ulap ang lahat.",sadness,sadness
Isang bulto ng pagbabalik-tanaw ang bumuhos sa akin nang maramdaman kong humaplos ang hamog sa aking balat.,sadness,sadness
Naglaho ang ulap at lumitaw ang pamilyar na isla. Ang katahimikan na aking tinatamasa kanina ay napalitan ng mga sigaw at hikbi ng pagdurusa at sakit.,sadness,fear
Punong-puno ng mala-bakal at masangsang na amoy ang hangin na amoy dugo at kamatayan.,fear,anger
"Ngumisi ako. ""Oo. Akala ko nakalimutan mo na ako.""",joy,sadness
"Isang lalaki na nakasuot ng itim at may hawak na malaking itak ang lumitaw sa harapan ko. Mukha pa rin siyang pareho, maliban sa mga karagdagang guhit sa kanyang mukha.",fear,fear
"Si Farallon ay hindi kailanman natitinag sa kahit ano. Kahit nang dalhin siya ni Vince dito, nanatili siyang walang emosyon.",fear,sadness
"Nang mamatay si Vince, ang kanyang mukha ay walang ekspresyon, ngunit ang kanyang mga mata ay punong-puno ng galit.",anger,anger
"Nang makita ko siya, pakiramdam ko ako ay isang bata muli.",joy,joy
"""Kamusta na ang lahat?"" tanong ko habang ako'y naglalakad patungo sa dalampasigan.",joy,neutral
"""Bakit ka nandito?"" tanong niya nang hindi sumasagot sa akin.",anger,anger
"Sa kabila ng kanyang pag-aalinlangan, sumabay siya sa akin papunta sa kagubatan. Narinig ko ang mga pamilyar na mga alulong nina Shira at Hyora, ang mga tagapagbantay at unang linya ng depensa ng islang ito.",fear,fear
"""Hey,"" napa-ngiti ako habang papalapit sa akin ang leon at leopard. ""Na-miss niyo ba ako, mga kaibigan?""",joy,joy
"Wala akong mga kaibigan ng aking edad sa lugar na ito at lahat ng mga Executioner ay abala sa kanilang mga trabaho at misyon, kaya nakipagkaibigan ako dito sa dalawa.",sadness,sadness
"Sa mga katutubo ng isla na ito, kami lamang ni Aristus ang puwedeng makipag-kulitan sa mga mapanganib na hayop na ito.",joy,joy
"""Marami nang nagbago rito,"" sabi ni Farallon habang kami ay dumadaan sa kagubatan.",sadness,sadness
Palaging madilim sa kagubatan dahil sa dahon ng mga puno na humaharang sa sikat ng araw.,sadness,sadness
Naalala kong naligaw ako dito noong bata pa ako at natagpuan ako ni Farallon sa masama na kalagayan.,sadness,sadness
Hindi sinasadyang nadapuan ng aking mga braso ang mga dahon ng nakalalasong halaman at nagdulot ito sa akin ng pagkatulala.,fear,fear
Ang mga makamandag na insekto ay nag-iingay sa paligid at ang mga dahon ng mga nakamamatay na halaman ay sumasayaw sa hangin.,fear,fear
Matagal kaming nakalabas mula sa kagubatan at nakita na ang makapal na putik.,joy,joy
"Sinugatan ni Farallon ang kanyang sarili, ang kanyang dugo ay tumutulo mula sa kanyang daliri at tumagas sa malaking bato sa hangganan ng kagubatan.",sadness,fear
"Ang mabahong amoy ay sapat na upang magdulot ng pagkahilo, ngunit ito ay karaniwan na para sa mga naninirahan sa isla na ito.",fear,fear
"Ilang Executioner ang huminto, habang ang iba ay sumulyap sa akin habang naglalakad ako sa tabi ni Farallon. Ang mga nakatatanda ay nakilala ako bilang batang may pulang mata.",joy,joy
"""Naia?"" isa sa kanila ang tumawag. ""Ikaw ba 'yan, Naia?""",joy,joy
"""Yuma,"" sagot ko. ""Mukha ka ng matanda na ngayon.""",joy,joy
"Hinugot niya ang kanyang espada at mabilis kong pinigilan ang kanyang atake. Ang ilang Executioner ay nagtipon sa paligid, sumisigaw at bumabati, habang kami ng dalawa ay nahuli sa isang pagsalakay.",fear,fear
"Mabilis at masigla pa rin siya sa kabila ng kanyang edad. Ramdam ko ang mga sugat sa aking balat, dumadaloy ang dugo sa aking mga braso. Nakatama ako ng hiwa sa kanyang mga pisngi at tila mas natuwa siya.",joy,joy
"""Buwisit ka, bata, mas mabuti pang huwag mo akong maliitin,"" ngumiti siya habang sumusugod sa akin.",anger,anger
"Noong sandaling iyon, tumaas ang aking balahibo habang naramdaman ko ang isang matinding pagnanasa ng dugo mula sa kanya.",fear,fear
"""Ang hindi handa ang unang mamamatay""",sadness,sadness
"Naalala ko ang sinabi ko kay Jett at sinumpa ang aking sarili sa pagiging masyadong maawain. Ito ang Shima, isang lugar kung saan ang mga kasama ay maaaring pumatay ng isa't isa nang walang iniisip.",fear,fear
"Nawala siya sa aking paningin, at sa susunod na alam ko, ang dulo ng kanyang espada ay sumisiksik na sa aking kanang balikat.",anger,anger
Pinigilan ko ang sakit at hinawakan ang kanyang espada.,anger,anger
Sinipa ko ang kanyang leeg habang ang aking mga kamay ay dumudugo sa paghawak sa kanyang talim.,anger,anger
"Ang puwersa ay nagdulot sa kanya upang mawalan ng balanse at pagkakahawak sa espada, at agad ko itong hinila mula sa aking katawan.",fear,fear
Umupo si Yuma at tumawa nang malakas habang nakatingin sa akin.,joy,joy
"""Shit, masama ito,"" tumawa siya. ""Gusto kitang patayin ngayon.""",anger,anger
"Handa na siyang umatake sa akin ngunit biglang naging tahimik ang lahat. Naramdaman ko ang matinding hangin sa kapaligiran, dahilan upang manginig ang aking katawan sa takot.",fear,fear
"""Hala ano yun?"" bulong ko.",fear,fear
"Sa gitna ng katahimikan, narinig ko ang mabigat na mga yapak na papalapit sa aming direksyon. Nagbigay-daan ang mga Executioner at nakita ko ang isang lalaking may kaputian na lumalakad patungo sa amin.",fear,fear
"Ang punit na balabal ay sumasayaw habang umuugong ang hangin. Sa likod niya ay isang babae na labis na pamilyar. Nang malaman ko, naalala ko ang kwento ni Nel tungkol sa isang Senshin na may mga mata ng Shinigami at isang Custos.",fear,fear
"Hangga't naaalala ko, si Lionel dapat ang lider dahil nawala ang nag-iisang tagapagmana ni Ise nang mamatay si Vince. Sigurado akong hindi ganoon ang hitsura ni Lionel noong umalis ako sa Shima.",sadness,sadness
"""Bata, sabihin mo ang iyong pangalan,"" utos niya, at ako'y nagulat nang marinig ang kanyang tinig.",fear,sadness
"""Ah. Anak ka ni Diona at Heron,"" sabi niya, at umikot ang aking tiyan sa pagkabahala nang marinig ko ang mga pangalan ng aking mga magulang.",anger,anger
Dahan-dahan niyang inalis ang kanyang saklob at halos manigas ako sa kanyang titig. Ang matindi at malamig na berdeng mga mata ay nakatitig nang diretso sa akin.,fear,fear
"""Hala, sino ka?"" tanong ko, nanginginig ang aking boses sa takot.",fear,fear
Tumawa siya nang malakas na para bang ang aking tanong ay isang nakakatawang bagay.,anger,joy
"""Isang miyembro ng Jikko branch clan,"" sagot niya. ""Hindi man lang ako kinausap ng matandang iyon hanggang kailangan niya ng isang tao upang magmana ng kanyang posisyon.""",sadness,sadness
Ilang Executioner ang halatang hindi komportable matapos marinig ang kanyang panglalait kay Ise. Ako rin ay nainis dahil si Ise ang pinaka-iginagalang tao sa pulo na ito.,anger,sadness
"""Nanumpa akong hahanapin at papatayin ang bawat Shinigami, ngunit ikinulong nila ako sa lugar na ito""",anger,anger
